"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","45","","","","0"
"2001","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","36","","","","0"
"2002","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","30","","","","0"
"2003","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","30","","","","0"
"2004","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","30","","","","0"
"2005","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","21","","","","0"
"2006","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","36","","","","0"
"2007","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","21","","","","0"
"2008","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","39","","","","0"
"2009","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","24","","","","0"
"2010","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","45","","","","0"
"2011","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","111","","","","0"
"2012","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","132","","","","0"
"2013","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","39","","","","0"
"2014","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","102","","","","0"
"2015","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","99","","","","0"
"2016","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","87","","","","0"
"2017","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","66","","","","0"
"2018","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","90","","","","0"
"2019","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","72","","","","0"
"2020","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","57","","","","0"
"2021","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Other  [12]","Total, gender","Number","223","units","0","v79585058","5.1.1.1.14.1","63","","","","0"
"1992","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1138288118","5.1.1.1.15.1","18","","","","0"
"1993","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1138288118","5.1.1.1.15.1","18","","","","0"
"1997","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1138288118","5.1.1.1.15.1","45","","","","0"
"2019","New Brunswick","2016A000213","Total, institution type","Total, program type","Total, credential type","Unclassified","Total, gender","Number","223","units","0","v1138288118","5.1.1.1.15.1","15","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","72066","","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","74073","","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","74082","","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","71886","","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","73590","","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","70884","","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","65175","","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","64878","","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","99762","","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","101724","","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","105510","","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","108747","","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","111816","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","113280","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","113016","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","114204","","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","115383","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","122520","","","","0"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","126609","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","127410","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","126831","","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","136488","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","144345","","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","150285","","","","0"
"2016","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","153312","","","","0"
"2017","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","152292","","","","0"
"2018","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","152469","","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","150945","","","","0"
"2020","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","149991","","","","0"
"2021","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Total, field of study","Total, gender","Number","223","units","0","v79586487","6.1.1.1.1.1","163698","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","12","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","9","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","9","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","9","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","6","","","","0"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","9","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","18","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","6","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","","..","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","0","","","","0"
"2021","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Personal improvement and leisure [0]","Total, gender","Number","223","units","0","v79586490","6.1.1.1.2.1","0","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8508","","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","9561","","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","10155","","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","10734","","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","10704","","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8871","","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7479","","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7767","","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7011","","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","6402","","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","6744","","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","6684","","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7122","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7245","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7176","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7353","","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7230","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7095","","","","0"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7341","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7359","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7254","","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7893","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8292","","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8574","","","","0"
"2016","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8736","","","","0"
"2017","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8373","","","","0"
"2018","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8307","","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8238","","","","0"
"2020","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","7899","","","","0"
"2021","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Education [1]","Total, gender","Number","223","units","0","v79586492","6.1.1.1.3.1","8688","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2571","","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2634","","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2634","","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2544","","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2586","","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2574","","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2532","","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","2517","","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","4191","","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","4827","","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","4986","","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5169","","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5502","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5385","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5484","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5559","","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5472","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5790","","","","0"
"2010","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5580","","","","0"
"2011","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5475","","","","0"
"2012","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5214","","","","0"
"2013","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5835","","","","0"
"2014","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5463","","","","0"
"2015","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5568","","","","0"
"2016","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5577","","","","0"
"2017","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5640","","","","0"
"2018","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5679","","","","0"
"2019","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5838","","","","0"
"2020","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","5784","","","","0"
"2021","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Visual and performing arts, and communications technologies [2]","Total, gender","Number","223","units","0","v79586495","6.1.1.1.4.1","6177","","","","0"
"1992","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","5622","","","","0"
"1993","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","5724","","","","0"
"1994","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","5838","","","","0"
"1995","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","6165","","","","0"
"1996","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","6855","","","","0"
"1997","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","7518","","","","0"
"1998","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","4878","","","","0"
"1999","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","4440","","","","0"
"2000","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","20022","","","","0"
"2001","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","19452","","","","0"
"2002","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","19224","","","","0"
"2003","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","19443","","","","0"
"2004","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","19878","","","","0"
"2005","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","20034","","","","0"
"2006","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","20007","","","","0"
"2007","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","20679","","","","0"
"2008","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","21081","","","","0"
"2009","Quebec","2016A000224","Total, institution type","Total, program type","Total, credential type","Humanities [3]","Total, gender","Number","223","units","0","v79586498","6.1.1.1.5.1","22041","","","","0"
